App Name,App Store URL
Uber,https://itunes.apple.com/us/app/id368677368
Fortnite,https://itunes.apple.com/us/app/id1261357853
Tinder,https://itunes.apple.com/us/app/id547702041
Instagram,https://itunes.apple.com/us/app/id389801252
